Suffolk,2011-2012,8693089,101.45,135.52,Transportation
Virginia Beach,2011-2012,29646846,67.19,89.76,Transportation
Waynesboro,2011-2012,980442,46.47,62.08,Transportation
Williamsburg,2011-2012,620932,43.56,58.19,Transportation
Winchester,2011-2012,1598438,61.09,81.61,Transportation
Accomack,2011-2012,2950662,88.52,84.12,Transportation
Albemarle,2011-2012,8930848,88.62,84.21,Transportation
Alleghany,2011-2012,1891198,116.88,111.08,Transportation
Amelia,2011-2012,1377456,107.27,101.94,Transportation
Amherst,2011-2012,2948286,90.73,86.22,Transportation
Appomattox,2011-2012,1301374,86.64,82.33,Transportation
Arlington,2011-2012,15044273,70.18,66.69,Transportation
Augusta,2011-2012,6030275,81.72,77.66,Transportation
Bath,2011-2012,799045,166.57,158.30,Transportation
Bedford,2011-2012,6229859,89.79,85.33,Transportation
Bland,2011-2012,564384,83.64,79.48,Transportation
Botetourt,2011-2012,3283842,98.32,93.44,Transportation
Brunswick,2011-2012,1925062,110.64,105.14,Transportation
Buchanan,2011-2012,2961297,123.36,117.23,Transportation
Buckingham,2011-2012,1956399,114.12,108.45,Transportation
Campbell,2011-2012,4340804,79.27,75.33,Transportation
Caroline,2011-2012,3384576,117.41,111.58,Transportation
Carroll,2011-2012,2899902,97.48,92.64,Transportation
Charles City,2011-2012,746640,102.42,97.33,Transportation
Charlotte,2011-2012,1552809,123.58,117.44,Transportation
Chesterfield,2011-2012,28735968,89.90,85.43,Transportation
Clarke,2011-2012,1130500,79.55,75.60,Transportation
Craig,2011-2012,448030,85.49,81.24,Transportation
Culpeper,2011-2012,4287641,90.95,86.43,Transportation
Cumberland,2011-2012,1359469,134.60,127.91,Transportation
Dickenson,2011-2012,2152644,136.57,129.79,Transportation
Dinwiddie,2011-2012,3064226,109.37,103.93,Transportation
Essex,2011-2012,1280195,113.42,107.79,Transportation
Fairfax,2011-2012,115505219,105.39,100.15,Transportation
Fauquier,2011-2012,8284427,125.94,119.68,Transportation
Floyd,2011-2012,1519168,98.11,93.24,Transportation
Fluvanna,2011-2012,2360264,90.82,86.31,Transportation
Franklin,2011-2012,6423467,114.09,108.43,Transportation
Frederick,2011-2012,7826970,98.88,93.97,Transportation
Giles,2011-2012,1219385,70.57,67.06,Transportation
Gloucester,2011-2012,3801364,102.78,97.67,Transportation
Goochland,2011-2012,2087828,95.98,91.21,Transportation
Grayson,2011-2012,1451007,93.79,89.13,Transportation
Greene,2011-2012,2409697,126.55,120.26,Transportation
Greensville,2011-2012,760486,62.69,59.57,Transportation
Halifax,2011-2012,4336251,119.84,113.89,Transportation
Hanover,2011-2012,10551454,104.78,99.57,Transportation
Henrico,2011-2012,26911493,86.60,82.30,Transportation
Henry,2011-2012,5880262,109.16,103.74,Transportation
Highland,2011-2012,211963,92.36,87.77,Transportation
Isle of Wight,2011-2012,3204550,90.38,85.89,Transportation
James City,2011-2012,7063865,102.56,97.47,Transportation
King and Queen,2011-2012,968510,137.40,130.57,Transportation
King George,2011-2012,2516592,107.86,102.50,Transportation
King William,2011-2012,1481197,91.66,87.11,Transportation
Lancaster,2011-2012,1271920,110.96,105.45,Transportation
Lee,2011-2012,1933414,75.30,71.56,Transportation
Loudoun,2011-2012,56242717,173.41,164.79,Transportation
Louisa,2011-2012,4641674,138.74,131.85,Transportation
Lunenburg,2011-2012,1231868,95.00,90.28,Transportation
Madison,2011-2012,1450866,108.08,102.71,Transportation
Mathews,2011-2012,846677,94.74,90.03,Transportation
Mecklenburg,2011-2012,3931235,119.36,113.43,Transportation
Middlesex,2011-2012,1156616,104.53,99.34,Transportation
Montgomery,2011-2012,4462449,46.98,44.64,Transportation
Nelson,2011-2012,2495442,165.35,157.13,Transportation
New Kent,2011-2012,2673079,141.98,134.93,Transportation
Northampton,2011-2012,1373977,110.51,105.02,Transportation
Northumberland,2011-2012,1277723,102.64,97.54,Transportation
Nottoway,2011-2012,1391333,87.47,83.12,Transportation
Orange,2011-2012,3948842,117.12,111.31,Transportation
Page,2011-2012,2203190,91.21,86.68,Transportation
Patrick,2011-2012,1916717,102.86,97.75,Transportation
Pittsylvania,2011-2012,6057303,96.17,91.39,Transportation
Powhatan,2011-2012,3442559,121.69,115.64,Transportation
Prince Edward,2011-2012,1890266,80.38,76.38,Transportation
Prince George,2011-2012,4631096,129.26,122.84,Transportation
Prince William,2011-2012,55226000,133.23,126.61,Transportation
Pulaski,2011-2012,2253977,65.08,61.84,Transportation
Rappahannock,2011-2012,945442,127.59,121.25,Transportation
Richmond,2011-2012,695346,75.28,71.54,Transportation
Roanoke,2011-2012,6683223,72.11,68.52,Transportation
Rockbridge,2011-2012,1922726,86.79,82.47,Transportation
Rockingham,2011-2012,8438733,109.17,103.75,Transportation
Russell,2011-2012,3266453,112.58,106.99,Transportation
Scott,2011-2012,1663597,71.48,67.93,Transportation
Shenandoah,2011-2012,4310657,102.36,97.27,Transportation
Smyth,2011-2012,2230911,69.49,66.04,Transportation
Southampton,2011-2012,3100356,165.67,157.44,Transportation
Spotsylvania,2011-2012,18554905,149.64,142.21,Transportation
Stafford,2011-2012,13141073,100.26,95.28,Transportation
Surry,2011-2012,1082665,155.38,147.66,Transportation
Sussex,2011-2012,1884899,156.35,148.58,Transportation
Tazewell,2011-2012,3383949,74.74,71.03,Transportation
Warren,2011-2012,2170569,57.59,54.73,Transportation
Washington,2011-2012,4799915,86.99,82.67,Transportation
