PrinceEdward,2009-2010,21367135,993.64,74.23
PrinceGeorge,2009-2010,44016987,1146.47,85.65
PrinceWilliam,2009-2010,597349000,1543.80,115.33
Pulaski,2009-2010,33407493,977.78,73.05
Rappahannock,2009-2010,8008022,1133.28,84.66
Richmond,2009-2010,9434537,962.98,71.94
Roanoke,2009-2010,101859623,1095.37,81.83
Rockbridge,2009-2010,22298743,1017.96,76.05
Rockingham,2009-2010,88939873,1170.84,87.47
Russell,2009-2010,30140955,1023.72,76.48
Scott,2009-2010,28914575,1190.02,88.90
Shenandoah,2009-2010,46588321,1121.67,83.80
Smyth,2009-2010,36280520,1130.54,84.46
Southampton,2009-2010,20220242,1085.95,81.13
Spotsylvania,2009-2010,173761587,1426.51,106.57
Stafford,2009-2010,192490791,1529.02,114.23
Surry,2009-2010,11479675,1602.44,119.71
Sussex,2009-2010,13295040,1088.44,81.31
Tazewell,2009-2010,44480396,998.70,74.61
Warren,2009-2010,35513800,973.72,72.74
Washington,2009-2010,54062236,993.00,74.18
Westmoreland,2009-2010,12587040,718.63,53.69
Wise,2009-2010,54840134,1317.07,98.39
Wythe,2009-2010,32115324,1145.79,85.60
York,2009-2010,95163031,1442.66,107.78
Alexandria,2008-2009,161756020,1141.23,88.55
Bedford,2008-2009,5649578,928.68,72.06
Bristol,2008-2009,19234225,1080.96,83.88
BuenaVista,2008-2009,8375207,1278.09,99.17
Charlottesville,2008-2009,47943555,1189.16,92.27
Chesapeake,2008-2009,335249636,1524.14,118.26
ColonialHeights,2008-2009,26253950,1488.47,115.50
Covington,2008-2009,8037077,1349.23,104.69
Danville,2008-2009,55291262,1222.40,94.85
Emporia,2008-2009,5578028,951.71,73.85
Fairfax,2008-2009,29526394,1195.32,92.75
FallsChurch,2008-2009,27106258,2314.57,179.60
Franklin,2008-2009,12595616,1506.25,116.87
Fredericksburg,2008-2009,26461023,1155.42,89.65
Galax,2008-2009,9073825,1334.77,103.57
Hampton,2008-2009,185564414,1281.98,99.47
Harrisonburg,2008-2009,44111062,940.61,72.99
Hopewell,2008-2009,33572466,1439.28,111.68
Lexington,2008-2009,4741856,651.16,50.53
Lynchburg,2008-2009,74034537,1022.98,79.38
Manassas,2008-2009,65530601,1809.57,140.41
ManassasPark,2008-2009,21429825,1527.82,118.55
Martinsville,2008-2009,16429218,1106.98,85.89
NewportNews,2008-2009,247399906,1354.94,105.13
Norfolk,2008-2009,286864809,1206.51,93.62
Norton,2008-2009,5862142,1446.01,112.20
Petersburg,2008-2009,38272791,1254.30,97.33
Poquoson,2008-2009,17843251,1501.83,116.53
Portsmouth,2008-2009,125509390,1279.10,99.25
Radford,2008-2009,12076722,797.57,61.89
Richmond,2008-2009,247996955,1251.86,97.14
Roanoke,2008-2009,117002519,1254.00,97.30
Salem,2008-2009,32733460,1300.85,100.94
Staunton,2008-2009,25102686,1069.41,82.98
Suffolk,2008-2009,110748910,1334.23,103.53
VirginiaBeach,2008-2009,583374739,1342.91,104.20
Waynesboro,2008-2009,24075088,1162.38,90.19
